id	question	doc-id-list	answers
-3758428326321070815	are uk ring sizes the same as us	807735910_1193-2310	No. In the United States , ring sizes are specified using a numerical scale , with quarter and half sizes and in the United Kingdom ring sizes are specified using an alphabetical scale , with half sizes .::No, ring sizes are specified using a numerical scale, with quarter and half sizes, in the United States. In the United Kingdom, ring sizes are specified using an alphabetical scale, with half sizes.
-3199444299686671305	does buffy's mom know she's a slayer	822050620_557-1479	The premise of the series is that Buffy is the latest Slayer, a young woman endowed by mystical forces with superhuman powers to fight and defeat vampires, demons, and other evil forces. Her mother is unaware of her daughter's powers and responsibilities until Buffy is forced to tell her.
4171330968222658331	do periods in the periodic table have similar properties	814084512_166-820	A period in the periodic table is one of the horizontal rows. Arranged this way, groups of elements in the same column have similar chemical and physical properties.
-2879362199739862169	does george's father die in grey's anatomy	863875399_4114-5454	Yes. George's father was diagnosed with esophageal cancer and a leaking aortic valve. Complications from his father's surgery leave him in multi-system organ failure, and his life support is turned off.
6577213731253562458	does the disneyland monorail stop at any hotels	861605945_9766-10523	Considering that the original Hotel station was torn down in 1999 and a new station, now called the Downtown Disney Station, was built in the same place, in 1999. Disneyland monorail has a stop in that hotel.
-3589719138747847200	where did the phrase god bless you originate	812999682_1308-2198	Some have offered an explanation suggesting that people once held the folk belief that a person 's soul could be thrown from their body when they sneezed , that sneezing otherwise opened the body to invasion by the Devil or evil spirits , or that sneezing was the body 's effort to force out an invading evil presence . In these cases , `` God bless you '' or `` bless you '' is used as a sort of shield against evil . Moreover , in the past some people may have thought that the heart stops beating during a sneeze , and that the phrase `` God bless you '' encourages the heart to continue beating .::People once held the folk belief that a person's soul could be thrown from their body when they sneezed, that sneezing otherwise opened the body to invasion by the Devil or evil spirits, or that sneezing was the body's effort to force out an invading evil presence. ``God bless you'' or ``bless you'' is used as a sort of shield against evil. Moreover, in the past some people may have thought that the heart stops beating during a sneeze, and that the phrase ``God bless you'' encourages the heart to continue beating.
5867966839126661318	who started the our lady of angels fire	856757343_21975-22369	Officially, the cause of the fire remains unknown.::A 10 year old boy who was a student at Our Lady of the Angels at the time of the fire, confessed to setting the blaze. A family court judge later concluded the evidence was insufficient to substantiate the confession. Officially, the cause of the fire remains unknown.
8626043619589521487	how much fuel does the us military use	828658837_397-1472	The United States Department of Defense is one of the largest single consumers of energy in the world, responsible for 93 % of all US government fuel consumption in 2007. The Department of Defense uses 4,600,000,000 US gallons of fuel annually, an average of 12,600,000 US gallons of fuel per day.
-2674268887351610087	the order of anne of green gables movies	830171239_8662-9566	Anne of Green Gables is the first film in a series of four based on the titular character. In 1987, the film's sequel, Anne of Avonlea, was released. The final movie, Anne of Green Gables: The Continuing Story, was aired in 2000. In 2008, the fourth in the series, titled Anne of Green Gables: A New Beginning was completed.
7640736894623704499	scientific management theory and the ford motor company	801666769_20788-22554	It is often assumed that Fordism derives from Taylor's work, but the Ford team apparently did independently invent modern mass production techniques in the period of 1905 - 1915, and they themselves were not aware of any borrowing from Taylorism.
1361940204160388489	what is the location and function of the pharynx	866447399_1102-1724	In humans the pharynx is part of the digestive system and also of the conducting zone of the respiratory system.  The pharynx makes up the part of the throat situated immediately behind the nasal cavity, behind the mouth and above the esophagus and larynx.  It is also important in vocalization.
5429128884886813453	where is the show friday night lights filmed at	802496422_5787-6595	Filming for the show 's pilot began in February 2006 in Austin , Texas . Football scenes were filmed at Pflugerville High School 's Kuempel Stadium and at the RRISD Complex . Some of the scenes were filmed at Texas School for the Deaf .
893041129350048574	when is the next australia's got talent	806805729_12216-13076	On 8 July 2015, Nine announced that the show would be returning in 2016 for an eighth season. It premiered on 1 February 2016 and ended on 14 March 2016. It has been confirmed the series has been cancelled.
7229742974905955995	why is a punnett square called a punnett square	824729815_373-1702	It is named after Reginald C. Punnett, who devised the approach.  It is a square with 2 lines that look like a window with letters.::A Punnett square is named after Reginald C. Punnett, who devised the approach.
-7341372091092591251	consumption of lead in human body causes effect	801812522_995-1481	"Lead poisoning symptoms may include abdominal pain, constipation, headaches, irritability, memory problems, inability to have children, and tingling in the hands and feet.
 It causes almost 10 % of intellectual disability of otherwise unknown cause and can result in behavioral problems.
In severe cases anemia, seizures, coma, or death may occur."
